chapter_name,qns
Fractions,"Alex, Wendy and Pamela had 9164 beads. Wendy has 1450 beads. Alex then gave2525of his beads to Wendy. Subsequently, Wendy gave 110 beads to Pamela. Eventually, Alex had thrice as many beads as Pamela. (a) How many beads did Alex have at first? (b) How many beads did Pamela have at first?  Note to students: If the question above has parts, (e.g. (a) and (b)), given that the answer for part (a) is 10 and the answer for part (b) is 12, give your answer as:10,12"
Fractions,"Adam, Wendy and Pamela had 2340 beads. Adam then gave2525of his beads to Wendy. Subsequently, Wendy gave 90 beads to Pamela. Eventually, Adam had thrice as many beads as Pamela. If Wendy had 630 beads at first, how many beads did Adam have at first?"
Fractions,"Alex, Wendy and Pamela had 2480 beads. Alex then gave1414of his beads to Wendy. Subsequently, Wendy gave 80 beads to Pamela. Eventually, Alex had twice as many beads as Pamela. If Wendy had 360 beads at first, how many beads did Alex have at first?"
Fractions,"Gary and Mary have 170 marbles. Gary gave1414of his marbles away and Mary gave1313of her marbles away. As a result, they had a total of 120 marbles left. (a) How many marbles did Gary have at first? (b) How many marbles did Mary have at first?  Notes to students:If the question above has parts, (e.g. (a) and (b)), given that the answer for part (a) is 10 and the answer for part (b) is 12, give your answer as:10,12"
Fractions,"Andy and Tom have some beads. Andy gave some beads away and had1313of his original number of beads left. Tom gave1616of his beads away. As a result, Andy and Tom had a total of 220 beads left. If they had a total of 480 beads at first, how many beads did Tom have at first?"
Fractions,"There are 124 apples and oranges in a basket. 4747of the oranges and5858of the apples are eaten. In the end, there were 48 fruits left in the basket. How many apples were there in the basket originally?"
Fractions,"John had1313as many erasers as pens. He went to an orphanage and gave each orphan 4 erasers and 3 pens. Subsequently, he discovered that he had 6 erasers and 180 pens left. (a) How many orphans were there in the orphanage? (b) How many erasers did John have at first?  Notes to students:If the question above has parts, (e.g. (a) and (b)), given that the answer for part (a) is 10 and the answer for part (b) is 12, give your answer as:10,12"
Fractions,"Tina purchased1515as many sweets as buns for her birthday party. She invited some children to her birthday party and gave each child 6 sweets and 5 buns. In the end, she had 480 buns and 26 sweets left. (a) How many children were there at the party? (b) How many sweets and buns did Tina purchase?  Notes to students:If the question above has parts, (e.g. (a) and (b)), given that the answer for part (a) is 10 and the answer for part (b) is 12, give your answer as:10,12"
Fractions,"John can paint a wall in 2 hours. Mary can paint the same wall in 5 hours. If they worked together to paint the wall, how long will they take to complete painting the wall?  Note to students: If your answer to the above is a mixed number, give your answer as a b/c"
Fractions,"Tap A can fill container C in 4 hours. Tap B can fill container C in 2 hours. How long would it take an empty container C to be completely filled with water when both taps A and B were turned on together? Note to students: (1) Container C was empty when both taps were turned on. (2) If your answer to the above is a mixed number, give your answer as a b/c"
Fractions,"John can erect a 100-metre fence in 2 hours. Tom can erect a 100-metre fence in 4 hours. Dominic can erect a 100-metre fence in 5 hours. If all of them work together, how long will it take them to erect a 100-metre fence?  Note to students: If your answer to the above is a mixed number, give your answer as a b/c"
Volume,"3737of a tank was filled with oil. John needs to pour in another 88 litres of oil so that the tank becomes completely filled. (a)   What was the volume of the tank? (b)   What was the width of the base of the tank, if the length of the base was 80 cm and the height of the tank was 38.5 cm   Notes to students:"
Volume,"A rectangular tank had 75 litres of oil. 16211621of it was empty. (a) Calculate the volume of the tank. (b) What is the area of the base of the tank, given that the width and height of the tank are 60 cm and 50 cm respectively ?   Notes to students:"
Volume,There were 532 litres of water in a container. 2929of the container was empty. (a) What is the volume of the container? (b) The container has a height of 100 cm. The length of its base is 76 cm. Calculate the area of the base.   Notes to students:
Volume,"617617of a tank was empty. The tank contained 176 litres of a liquid. (a) Calculate the volume of the tank. (b) The width of the base of the tank is4545of its length. Given that the area of the base is 2000 cm2, what is the height of the tank? (c) Calculate the perimeter of the base if the width of the base of the tank is4545of its length.   Notes to students:"
Volume,A bottle can contain a maximum of 4 litres of water. 76 such bottles of water were poured into an empty tank measuring 190 cm by 160 cm by 90 cm. Find the height of the water in the tank in the end.
Volume,10 bottles of kerosene were scooped out from a container measuring 210 cm by 170 cm by 80 cm which was filled with kerosene to the brim. Each bottle had a capacity of 17.85 litres. Find the drop in the level of kerosene in the container.
Volume,15 barrels of water were scooped out of a tank measuring 250 cm by 160 cm by 120 cm which was completely filled with water. Each barrel had a capacity of 20 litres. Find the drop in the height of water in the tank.   Notes to students:
Volume,The base of a cuboid is a square with an area of  49 cm2. Its height and the edge of the square face are in the ratio 10:7. (a) What is the volume of the cuboid? (b) Find the total surface area of the cuboid.   Notes to students:
Volume,A cuboid has a square base of area 64 cm2. The height and the edge of the base are in the ratio 6:1. (a) What is the total surface area of the cuboid? (b) Find its volume.   Notes to students:
Volume,The figure shown above is a cuboid. Each rectangular face has a perimeter of 242 cm. The ratio of the breadth to the length of each rectangular face is 3:8. (a) What is the total surface area of the cuboid? (b) Calculate the volume of the cuboid.   Notes to students:
Volume,The figure shown above is a cuboid. The ratio of the width to length of its rectangular face is 4:5. The rectangular face has an area of 80 cm2as shown. (a) Find the volume of the cuboid. (b) Calculate the total surface area of all the faces of the cuboid.   Notes to students:
